Year,Home_Team,Away_Team,elo_H,elo_A
2012,NO,ATL,1557.214,1672.857
2012,NE,BUF,1688.329,1441.597
2012,BAL,OAK,1619.574,1425.306
2012,SEA,NYJ,1511.595,1453.582
2012,TB,LAC,1468.25,1517.466
2012,SF,LAR,1635.263,1382.642
2012,PIT,KC,1607.283,1346.004
2012,BUF,MIA,1436.738,1468.404
2012,LAR,NYJ,1393.67,1434.26
2012,DAL,CLE,1500.587,1371.761
2012,WAS,PHI,1403.465,1447.75
2012,KC,CIN,1342.803,1486.854
2012,NE,IND,1693.187,1466.698
2012,PIT,BAL,1610.484,1631.342
2012,OAK,NO,1413.537,1576.072
2012,ATL,ARI,1653.999,1437.336
2012,CAR,TB,1411.201,1490.977
2012,DEN,LAC,1594.919,1494.739
2012,DET,GB,1494.628,1659.364
2012,HOU,JAX,1659.318,1309.982
2012,SF,CHI,1624.236,1591.466
2012,NYJ,NE,1463.566,1703.146
2012,DAL,WAS,1506.876,1433.82
2012,DET,HOU,1483.534,1662.079
2012,JAX,TEN,1307.22,1463.734
2012,TB,ATL,1509.485,1658.708
2012,NYG,GB,1600.667,1670.458
2012,NO,SF,1597.573,1646.877
2012,MIA,SEA,1452.442,1530.916
2012,KC,DEN,1319.306,1605.701
2012,IND,BUF,1456.739,1452.7
2012,CLE,PIT,1365.472,1594.55
2012,CIN,OAK,1510.351,1392.037
2012,CHI,MIN,1568.825,1459.88
2012,ARI,LAR,1432.628,1364.365
2012,LAC,BAL,1483.957,1647.276
2012,PHI,CAR,1417.395,1392.693
2012,ATL,NO,1663.796,1572.332
2012,BUF,JAX,1436.493,1330.729
2012,DAL,PHI,1476.309,1388.703
2012,DEN,TB,1614.425,1504.397
2012,DET,IND,1474.512,1472.946
2012,NYJ,ARI,1446.515,1393.256
2012,TEN,HOU,1440.226,1671.101
2012,OAK,CLE,1376.692,1395.752
2012,GB,MIN,1636.246,1445.217
2012,MIA,NE,1466.931,1720.197
2012,LAR,SF,1403.736,1672.119
2012,KC,CAR,1310.582,1421.386
2012,CHI,SEA,1583.488,1516.427
2012,BAL,PIT,1656.888,1564.27
2012,LAC,CIN,1474.345,1525.696
2012,WAS,NYG,1464.386,1634.879
2012,OAK,DEN,1360.672,1625.312
2012,TB,PHI,1493.509,1378.868
2012,PIT,LAC,1585.548,1452.599
2012,BUF,LAR,1450.811,1427.054
2012,JAX,NYJ,1316.411,1450.936
2012,CAR,ATL,1398.908,1676.732
2012,CIN,DAL,1547.442,1486.145
2012,CLE,KC,1411.772,1333.06
2012,IND,TEN,1486.419,1426.229
2012,GB,DET,1643.934,1461.039
2012,MIN,CHI,1437.529,1555.276
2012,NYG,NO,1625.453,1559.396
2012,SEA,ARI,1544.639,1388.835
2012,SF,MIA,1648.8,1457.247
2012,WAS,BAL,1473.812,1635.61
2012,NE,HOU,1729.882,1685.097
2012,PHI,CIN,1396.518,1537.527
2012,MIA,JAX,1448.229,1300.234
2012,NE,SF,1752.144,1657.818
2012,OAK,KC,1349.028,1314.909
2012,BAL,DEN,1617.171,1636.956
2012,ATL,NYG,1635.692,1645.124
2012,HOU,IND,1662.835,1496.386
2012,NO,TB,1539.725,1475.859
2012,LAR,MIN,1445.112,1462.044
2012,BUF,SEA,1432.753,1560.876
2012,CHI,GB,1530.761,1651.169
2012,CLE,WAS,1429.923,1492.251
2012,ARI,DET,1372.598,1453.804
2012,LAC,CAR,1492.524,1439.948
2012,DAL,PIT,1496.06,1545.623
2012,TEN,NYJ,1416.262,1467.113
2012,DET,ATL,1418.3,1664.87
2012,BAL,NYG,1583.842,1615.946
2012,NYJ,LAC,1451.772,1447.43
2012,SEA,SF,1588.995,1689.851
2012,PIT,CIN,1532.468,1560.971
2012,PHI,WAS,1373.074,1521.413
2012,MIA,BUF,1461.016,1404.633
2012,KC,IND,1295.748,1486.695
2012,JAX,NE,1287.447,1720.111
2012,HOU,MIN,1672.525,1493.536
2012,GB,TEN,1669.212,1431.603
2012,DEN,CLE,1670.285,1400.762
2012,DAL,NO,1509.215,1562.507
2012,ARI,CHI,1408.102,1512.718
2012,CAR,OAK,1485.042,1368.188
2012,TB,LAR,1453.077,1413.621
2012,SF,ARI,1651.72,1383.959
2012,PIT,CLE,1516.896,1393.836
2012,BUF,NYJ,1387.587,1422.136
2012,NYG,PHI,1589.216,1357.755
2012,ATL,TB,1677.554,1415.473
2012,CIN,BAL,1576.543,1610.571
2012,IND,HOU,1499.531,1620.322
2012,DEN,KC,1677.211,1282.913
2012,SEA,LAR,1627.126,1451.226
2012,DET,CHI,1405.616,1536.861
2012,LAC,OAK,1477.066,1356.261
2012,MIN,GB,1545.739,1679.412
2012,NO,CAR,1576.913,1496.969
2012,NE,MIA,1723.941,1478.062
2012,TEN,JAX,1421.403,1283.616
2012,WAS,DAL,1536.732,1494.808
2012,GB,MIN,1662.31,1562.84
2012,HOU,CIN,1589.815,1594.026
2012,BAL,IND,1593.088,1530.037
2012,WAS,SEA,1552.776,1634.621
2012,SF,GB,1657.759,1676.397
2012,DEN,BAL,1681.145,1610.047
2012,NE,HOU,1732.387,1605.471
2012,ATL,SEA,1641.02,1657.265
2012,ATL,SF,1650.269,1680.762
2012,NE,BAL,1744.468,1630.334
2012,BAL,SF,1674.833,1698.732
2013,DEN,BAL,1608.906,1628.207
2013,DAL,NYG,1487.509,1567.612
2013,SF,GB,1624.169,1603.929
2013,LAR,ARI,1464.154,1420.28
2013,BUF,NE,1444.702,1634.979
2013,CHI,CIN,1532.011,1553.913
2013,CLE,MIA,1422.474,1481.411
2013,IND,OAK,1510.386,1401.486
2013,DET,MIN,1432.974,1534.169
2013,JAX,KC,1348.879,1354.319
2013,NO,ATL,1533.575,1589.867
2013,NYJ,TB,1431.781,1469.671
2013,PIT,TEN,1521.347,1457.8
2013,CAR,SEA,1519.013,1600.343
2013,WAS,PHI,1521.755,1400.368
2013,LAC,HOU,1490.732,1563.927
2013,NE,NYJ,1641.78,1438.095
2013,TB,NO,1463.357,1552.472
2013,CHI,MIN,1543.93,1507.258
2013,BUF,CAR,1437.901,1502.063
2013,PHI,LAC,1432.053,1477.246
2013,GB,WAS,1589.702,1490.071
2013,NYG,DEN,1548.787,1635.606
2013,BAL,CLE,1601.508,1395.549
2013,SEA,SF,1617.294,1638.397
2013,IND,MIA,1518.402,1508.336
2013,OAK,JAX,1393.469,1309.253
2013,ARI,DET,1411.08,1459.884
2013,HOU,TEN,1577.413,1487.703
2013,KC,DAL,1393.945,1506.335
2013,ATL,LAR,1570.97,1473.355
2013,CIN,PIT,1541.995,1491.445
2013,PHI,KC,1417.267,1401.99
2013,TEN,LAC,1477.122,1492.032
2013,SEA,JAX,1645.546,1295.889
2013,SF,IND,1610.144,1498.194
2013,WAS,DET,1474.765,1444.652
2013,DAL,LAR,1498.29,1462.446
2013,BAL,HOU,1608.303,1587.994
2013,CAR,NYG,1495.151,1521.46
2013,CIN,GB,1557.468,1605.007
2013,MIA,ATL,1528.544,1581.879
2013,MIN,CLE,1502.518,1388.754
2013,NO,ARI,1562.586,1426.312
2013,NE,TB,1646.118,1453.243
2013,NYJ,BUF,1433.757,1444.813
2013,PIT,CHI,1475.972,1548.67
2013,DEN,OAK,1662.932,1406.833
2013,LAR,SF,1440.358,1561.495
2013,BUF,BAL,1427.643,1630.896
2013,ATL,NE,1566.407,1656.187
2013,PIT,MIN,1447.807,1476.706
2013,KC,NYG,1432.527,1489.45
2013,JAX,IND,1291.119,1546.843
2013,TEN,NYJ,1488.736,1450.927
2013,CLE,CIN,1414.565,1572.634
2013,OAK,WAS,1400.105,1447.226
2013,DEN,PHI,1669.66,1386.73
2013,LAC,DAL,1480.418,1520.377
2013,TB,ARI,1443.174,1412.221
2013,HOU,SEA,1565.4,1650.316
2013,DET,CHI,1472.191,1576.835
2013,NO,MIA,1576.677,1544.017
2013,CLE,BUF,1447.301,1448.029
2013,DAL,DEN,1499.249,1676.84
2013,IND,SEA,1563.211,1663.268
2013,LAR,JAX,1413.998,1274.752
2013,OAK,LAC,1374.687,1501.547
2013,CHI,NO,1551.917,1598.167
2013,SF,HOU,1587.855,1552.448
2013,TEN,KC,1510.911,1463.852
2013,NYG,PHI,1458.125,1379.551
2013,MIA,BAL,1522.527,1610.51
2013,CIN,NE,1539.898,1675.286
2013,ARI,CAR,1430.62,1527.161
2013,GB,DET,1589.841,1497.109
2013,ATL,NYJ,1547.308,1428.751
2013,CHI,NYG,1528.561,1416.859
2013,DEN,JAX,1685.898,1263.065
2013,MIN,CAR,1495.528,1495.814
2013,DAL,WAS,1490.191,1472.644
2013,CLE,DET,1468.252,1482.954
2013,HOU,LAR,1528.624,1425.686
2013,TB,PHI,1424.774,1420.816
2013,SF,ARI,1611.679,1461.967
2013,SEA,TEN,1641.505,1479.085
2013,BAL,GB,1623.323,1603.996
2013,NYJ,PIT,1446.54,1428.985
2013,NE,NO,1649.511,1621.523
2013,KC,OAK,1495.679,1403.707
2013,BUF,CIN,1427.078,1565.673
2013,LAC,IND,1472.527,1584.973
2013,ARI,SEA,1451.444,1649.52
2013,TEN,SF,1471.07,1622.201
2013,CAR,LAR,1535.564,1476.795
2013,ATL,TB,1529.519,1394.095
2013,IND,DEN,1557.14,1688.536
2013,DET,CIN,1514.652,1576.288
2013,GB,CLE,1618.14,1436.554
2013,KC,HOU,1511.235,1477.515
2013,MIA,BUF,1509.714,1416.463
2013,NYJ,NE,1412.725,1659.334
2013,PHI,DAL,1451.495,1510.682
2013,PIT,BAL,1462.8,1609.18
2013,WAS,CHI,1452.153,1538.129
2013,JAX,LAC,1260.427,1500.361
2013,NYG,MIN,1407.291,1455.778
2013,TB,CAR,1384.437,1552.838
2013,NE,MIA,1636.974,1492.828
2013,NO,BUF,1611.699,1433.348
2013,MIN,GB,1428.993,1628.452
2013,KC,CLE,1516.033,1426.241
2013,OAK,PIT,1388.15,1480.507
2013,CIN,NYJ,1590.306,1435.085
2013,DET,DAL,1500.634,1538.288
2013,DEN,WAS,1664.683,1469.382
2013,ARI,ATL,1436.094,1539.178
2013,SF,JAX,1641.93,1245.831
2013,PHI,NYG,1423.889,1434.077
2013,LAR,SEA,1459.52,1664.87
2013,MIA,CIN,1482.722,1605.136
2013,CAR,ATL,1572.83,1508.612
2013,WAS,LAC,1458.867,1514.957
2013,CLE,BAL,1415.665,1591.473
2013,SEA,TB,1675.257,1364.445
2013,OAK,PHI,1403.291,1397.829
2013,NE,PIT,1647.081,1465.367
2013,HOU,IND,1472.717,1580.993
2013,DAL,MIN,1531.98,1413.294
2013,NYJ,NO,1420.256,1622.181
2013,BUF,KC,1422.867,1526.61
2013,LAR,TEN,1449.133,1451.341
2013,GB,CHI,1644.151,1520.899
2013,MIN,WAS,1405.635,1477.751
2013,ARI,HOU,1466.66,1460.806
2013,GB,PHI,1610.169,1439.997
2013,NO,DAL,1593.652,1539.639
2013,NYG,OAK,1460.136,1361.123
2013,TEN,JAX,1476.574,1240.332
2013,PIT,BUF,1454.1,1401.919
2013,CHI,DET,1554.882,1506.942
2013,SF,CAR,1647.429,1592.42
2013,ATL,SEA,1489.022,1677.698
2013,LAC,DEN,1496.073,1675.198
2013,BAL,CIN,1564.659,1592.008
2013,IND,LAR,1592.904,1423.901
2013,TB,MIA,1362.004,1495.85
2013,TEN,IND,1454.936,1531.909
2013,PIT,DET,1471.012,1522.16
2013,PHI,WAS,1488.193,1456.462
2013,NYG,GB,1468.526,1561.973
2013,NO,SF,1615.884,1637.661
2013,JAX,ARI,1261.97,1477.389
2013,HOU,OAK,1450.077,1352.734
2013,DEN,KC,1689.462,1547.557
2013,CIN,CLE,1579.85,1442.478
2013,CHI,BAL,1539.664,1576.817
2013,BUF,NYJ,1385.008,1448.786
2013,TB,ATL,1379.114,1469.213
2013,MIA,LAC,1478.74,1481.809
2013,SEA,MIN,1697.507,1426.924
2013,CAR,NE,1602.187,1658.347
2013,ATL,NO,1440.593,1627.797
2013,HOU,JAX,1422.298,1247.341
2013,NE,DEN,1642.725,1699.679
2013,MIA,CAR,1491.632,1617.809
2013,BAL,NYJ,1564.223,1417.135
2013,OAK,TEN,1380.513,1441.623
2013,NYG,DAL,1498.202,1517.406
2013,GB,MIN,1532.296,1420.136
2013,CLE,PIT,1429.017,1493.891
2013,ARI,IND,1492.018,1545.222
2013,DET,TB,1499.281,1407.734
2013,LAR,CHI,1484.896,1552.259
2013,KC,LAC,1537.34,1468.917
2013,WAS,SF,1441.128,1625.748
2013,DAL,OAK,1533.419,1364.21
2013,DET,GB,1478.052,1525.131
2013,BAL,PIT,1575.995,1522.235
2013,KC,DEN,1517.178,1686.186
2013,SF,LAR,1645.352,1516.05
2013,LAC,CIN,1489.079,1593.31
2013,WAS,NYG,1421.524,1482.189
2013,PHI,ARI,1503.527,1524.7
2013,NYJ,MIA,1405.362,1478.702
2013,MIN,CHI,1427.301,1521.105
2013,HOU,NE,1384.991,1656.218
2013,IND,TEN,1512.539,1457.926
2013,CLE,JAX,1400.673,1284.648
2013,CAR,TB,1630.739,1428.963
2013,BUF,ATL,1416.659,1430.498
2013,SEA,NO,1704.295,1637.892
2013,JAX,HOU,1310.577,1379.065
2013,TB,BUF,1419.195,1400.391
2013,BAL,MIN,1582.988,1442.51
2013,DEN,TEN,1700.269,1443.991
2013,CIN,IND,1611.443,1526.475
2013,SF,SEA,1656.205,1724.383
2013,PIT,MIA,1515.242,1508.305
2013,WAS,KC,1400.429,1503.095
2013,PHI,DET,1515.413,1510.359
2013,ARI,LAR,1512.814,1505.197
2013,NYJ,OAK,1375.76,1356.461
2013,NE,CLE,1662.144,1374.744
2013,NO,CAR,1617.804,1640.507
2013,GB,ATL,1492.824,1446.766
2013,LAC,NYG,1470.946,1503.285
2013,CHI,DAL,1505.896,1541.168
2013,DEN,LAC,1707.809,1499.326
2013,TEN,ARI,1436.451,1536.214
2013,JAX,BUF,1331.614,1377.661
2013,LAR,NO,1481.796,1643.194
2013,TB,SF,1441.925,1667.307
2013,OAK,KC,1338.863,1534.522
2013,PIT,CIN,1491.019,1626.485
2013,NYG,SEA,1474.904,1713.28
2013,MIN,PHI,1436.562,1536.437
2013,MIA,NE,1532.528,1663.533
2013,DAL,GB,1515.084,1497.382
2013,IND,HOU,1511.433,1358.029
2013,CLE,CHI,1373.355,1531.98
2013,CAR,NYJ,1615.118,1393.358
2013,ATL,WAS,1442.207,1369.001
2013,DET,BAL,1489.335,1588.935
2013,GB,PIT,1506.267,1520.748
2013,BUF,MIA,1399.779,1552.235
2013,HOU,DEN,1345.396,1668.466
2013,CIN,MIN,1596.756,1469.474
2013,JAX,TEN,1309.495,1424.165
2013,KC,IND,1554.227,1524.066
2013,NYJ,CLE,1386.527,1358.658
2013,WAS,DAL,1364.945,1506.199
2013,SEA,ARI,1729.149,1548.501
2013,BAL,NE,1598.678,1643.826
2013,CAR,NO,1621.949,1610.175
2013,PHI,CHI,1503.525,1546.677
2013,LAC,OAK,1538.669,1319.158
2013,LAR,TB,1514.815,1426.049
2013,DET,NYG,1479.593,1459.036
2013,SF,ATL,1683.184,1446.264
2013,NE,BUF,1681.751,1438.668
2013,MIN,DET,1454.086,1461.687
2013,MIA,NYJ,1513.347,1404.144
2013,ATL,CAR,1439.956,1634.119
2013,CHI,GB,1511.561,1481.911
2013,CIN,BAL,1612.144,1560.753
2013,IND,JAX,1561.593,1295.991
2013,ARI,SF,1586.16,1689.491
2013,DAL,PHI,1511.451,1538.642
2013,LAC,KC,1546.276,1516.7
2013,SEA,LAR,1691.489,1527.909
2013,OAK,DEN,1311.551,1679.102
2013,PIT,CLE,1545.104,1341.041
2013,TEN,HOU,1437.669,1334.76
2013,NYG,WAS,1476.942,1359.693
2013,NO,TB,1598.005,1412.955
2013,IND,KC,1568.462,1506.94
2013,PHI,NO,1551.032,1609.218
2013,GB,SF,1505.612,1701.619
2013,CIN,LAC,1630.728,1556.036
2013,NE,IND,1688.645,1572.73
2013,SEA,NO,1702.773,1620.454
2013,CAR,SF,1638.339,1709.991
2013,DEN,LAC,1687.083,1598.681
2013,DEN,NE,1698.457,1703.547
2013,SEA,SF,1715.123,1735.798
2013,DEN,SEA,1717.814,1731.777
2014,SEA,GB,1678.971,1499.827
2014,PHI,JAX,1528.197,1361.082
2014,PIT,CLE,1537.231,1390.199
2014,BAL,CIN,1529.779,1560.389
2014,TB,CAR,1436.161,1576.688
2014,DEN,IND,1624.09,1540.218
2014,LAR,MIN,1512.75,1474.824
2014,ATL,NO,1458.825,1573.737
2014,CHI,BUF,1493.573,1456.183
2014,DAL,SF,1501.041,1647.763
2014,HOU,WAS,1384.864,1399.479
2014,KC,TEN,1503.448,1466.756
2014,MIA,NE,1482.607,1624.459
2014,NYJ,OAK,1465.72,1370.713
2014,ARI,LAC,1551.021,1559.872
2014,DET,NYG,1472.359,1494.944
2014,BAL,PIT,1506.57,1542.992
2014,BUF,MIA,1474.887,1515.905
2014,CAR,DET,1591.474,1499.001
2014,CIN,ATL,1583.598,1475.033
2014,WAS,JAX,1378.685,1350.198
2014,CLE,NO,1384.438,1557.528
2014,DEN,KC,1635.697,1465.288
2014,GB,NYJ,1489.032,1475.232
2014,MIN,NE,1520.319,1591.162
2014,SF,CHI,1666.188,1474.868
2014,NYG,ARI,1468.302,1556.697
2014,LAC,SEA,1554.196,1689.766
2014,TEN,DAL,1504.915,1482.616
2014,TB,LAR,1421.375,1467.255
2014,OAK,HOU,1361.201,1405.658
2014,IND,PHI,1528.612,1539.081
2014,ATL,TB,1461.523,1409.683
2014,MIA,KC,1488.313,1457.585
2014,CAR,PIT,1606.996,1515.404
2014,CIN,TEN,1597.108,1468.151
2014,CLE,BAL,1399.474,1534.158
2014,ARI,SF,1579.632,1625.705
2014,DET,GB,1483.479,1504.631
2014,LAR,DAL,1478.947,1519.379
2014,JAX,IND,1325.689,1512.183
2014,NO,MIN,1542.491,1489.155
2014,NE,OAK,1622.325,1330.913
2014,NYG,HOU,1445.368,1435.946
2014,PHI,WAS,1555.509,1403.194
2014,SEA,DEN,1661.21,1643.4
2014,BUF,LAC,1502.479,1582.751
2014,NYJ,CHI,1459.633,1515.351
2014,WAS,NYG,1397.579,1465.509
2014,IND,TEN,1533.148,1453.21
2014,SF,PHI,1604.118,1561.124
2014,NYJ,DET,1436.978,1505.47
2014,DAL,NO,1534.389,1558.337
2014,MIN,ATL,1473.309,1485.661
2014,BAL,CAR,1542.7,1561.902
2014,CHI,GB,1538.006,1482.639
2014,MIA,OAK,1448.575,1326.837
2014,LAC,JAX,1607.105,1304.724
2014,HOU,BUF,1415.805,1478.125
2014,PIT,TB,1560.498,1385.545
2014,KC,NE,1497.323,1626.401
2014,GB,MIN,1526.235,1495.207
2014,SF,KC,1616.053,1537.904
2014,LAC,NYJ,1612.632,1416.425
2014,JAX,PIT,1299.196,1535.627
2014,PHI,LAR,1549.189,1463.938
2014,TEN,CLE,1434.925,1390.933
2014,NYG,ATL,1499.828,1463.763
2014,NE,CIN,1585.82,1612.049
2014,NO,TB,1531.562,1410.416
2014,DET,BUF,1526.023,1458.84
2014,DEN,ARI,1629.034,1601.219
2014,DAL,HOU,1561.164,1435.091
2014,IND,BAL,1551.432,1571.363
2014,CAR,CHI,1533.239,1494.41
2014,WAS,SEA,1363.259,1675.576
2014,HOU,IND,1428.719,1569.181
2014,ARI,WAS,1579.299,1354.892
2014,MIA,GB,1468.806,1550.707
2014,MIN,DET,1470.735,1505.919
2014,OAK,LAC,1306.606,1623.902
2014,NYJ,DEN,1405.156,1650.953
2014,TEN,JAX,1425.417,1288.126
2014,PHI,NYG,1559.984,1516.267
2014,TB,BAL,1401.262,1553.614
2014,BUF,NE,1478.944,1614.608
2014,CLE,PIT,1400.441,1546.697
2014,ATL,CHI,1447.324,1480.317
2014,SEA,DAL,1683.944,1567.535
2014,CIN,CAR,1583.261,1547.332
2014,LAR,SF,1453.143,1626.312
2014,NE,NYJ,1636.082,1392.093
2014,OAK,ARI,1301.889,1586.037
2014,DAL,NYG,1601.062,1494.138
2014,DEN,SF,1664.016,1644.337
2014,GB,CAR,1563.795,1551.642
2014,JAX,CLE,1283.34,1439.91
2014,LAC,KC,1628.619,1527.645
2014,WAS,TEN,1348.155,1430.203
2014,DET,NO,1535.721,1540.716
2014,IND,CIN,1582.8,1578.952
2014,BUF,MIN,1457.471,1440.933
2014,LAR,SEA,1435.118,1650.417
2014,BAL,ATL,1578.74,1417.32
2014,CHI,MIA,1510.321,1455.717
2014,PIT,HOU,1507.228,1415.1
2014,DEN,LAC,1687.891,1606.961
2014,KC,LAR,1549.303,1451.714
2014,NE,CHI,1638.865,1473.169
2014,NO,GB,1535.122,1587.134
2014,JAX,MIA,1321.978,1492.87
2014,NYJ,BUF,1389.31,1462.614
2014,ARI,PHI,1596.012,1582.113
2014,CLE,OAK,1401.271,1291.914
2014,CIN,BAL,1552.961,1590.884
2014,CAR,SEA,1528.303,1633.82
2014,DET,ATL,1541.315,1405.175
2014,TEN,HOU,1418.588,1403.916
2014,TB,MIN,1376.137,1435.789
2014,PIT,IND,1518.412,1608.79
2014,DAL,WAS,1613.116,1359.769
2014,CAR,NO,1514.335,1564.703
2014,NE,DEN,1651.635,1703.206
2014,SEA,OAK,1647.789,1279.995
2014,PIT,BAL,1549.786,1578.255
2014,MIN,WAS,1455.596,1387.715
2014,KC,NYJ,1566.786,1359.704
2014,HOU,PHI,1438.347,1570.045
2014,DAL,ARI,1585.17,1608.08
2014,CLE,TB,1413.19,1356.33
2014,CIN,JAX,1565.59,1303.781
2014,MIA,LAC,1511.067,1591.646
2014,SF,LAR,1620.463,1434.231
2014,NYG,IND,1482.085,1577.417
2014,CIN,CLE,1571.112,1424.445
2014,ARI,LAR,1636.468,1459.566
2014,BAL,TEN,1551.444,1384.158
2014,OAK,DEN,1277.508,1673.245
2014,TB,ATL,1345.075,1401.082
2014,NYJ,PIT,1351.377,1576.596
2014,NO,SF,1595.592,1595.128
2014,DET,MIA,1545.408,1549.344
2014,DAL,JAX,1556.783,1298.259
2014,BUF,KC,1492.22,1575.113
2014,GB,CHI,1557.553,1460.399
2014,SEA,NYG,1650.276,1456.571
2014,PHI,CAR,1588.904,1483.445
2014,MIA,BUF,1536.409,1477.077
2014,NO,CIN,1578.643,1518.32
2014,LAC,OAK,1553.369,1270.252
2014,ARI,DET,1646.833,1558.344
2014,CAR,ATL,1467.155,1425.782
2014,CHI,MIN,1440.75,1463.9
2014,CLE,HOU,1477.237,1419.487
2014,IND,NE,1602.93,1681.595
2014,GB,PHI,1577.202,1605.194
2014,KC,SEA,1590.256,1660.456
2014,NYG,SF,1446.391,1612.077
2014,WAS,TB,1379.411,1320.375
2014,LAR,DEN,1449.202,1680.502
2014,TEN,PIT,1373.969,1544.502
2014,OAK,KC,1265.986,1606.63
2014,IND,JAX,1572.994,1289.332
2014,ATL,CLE,1440.755,1437.05
2014,SEA,ARI,1644.082,1658.846
2014,PHI,TEN,1574.194,1364.639
2014,NYG,DAL,1433.03,1565.71
2014,DEN,MIA,1637.157,1552.812
2014,MIN,GB,1444.922,1608.202
2014,SF,WAS,1625.438,1336.094
2014,LAC,LAR,1557.635,1492.546
2014,HOU,CIN,1459.675,1559.57
2014,NE,DET,1711.532,1546.33
2014,CHI,TB,1459.727,1363.692
2014,BUF,NYJ,1460.674,1383.472
2014,NO,BAL,1537.394,1561.633
2014,DET,CHI,1533.945,1471.337
2014,SF,SEA,1628.629,1667.804
2014,DAL,PHI,1576.572,1583.289
2014,MIN,CAR,1435.309,1452.183
2014,LAR,OAK,1484.141,1296.535
2014,BAL,LAC,1585.294,1566.04
2014,TB,CIN,1352.082,1579.967
2014,PIT,NO,1553.831,1513.732
2014,KC,DEN,1576.08,1644.879
2014,JAX,NYG,1283.105,1422.168
2014,HOU,TEN,1439.278,1355.545
2014,GB,NE,1617.816,1723.917
2014,IND,WAS,1579.22,1332.903
2014,BUF,CLE,1481.278,1450.604
2014,ATL,ARI,1427.201,1635.124
2014,NYJ,MIA,1362.868,1545.09
2014,CHI,DAL,1453.624,1538.501
2014,CLE,IND,1430.746,1587.066
2014,ARI,KC,1598.193,1550.023
2014,DEN,BUF,1670.936,1501.136
2014,OAK,SF,1283.047,1597.833
2014,PHI,SEA,1621.36,1698.6
2014,TEN,NYG,1337.567,1413.489
2014,NO,CAR,1532.565,1427.335
2014,LAC,NE,1574.961,1703.509
2014,WAS,LAR,1325.057,1497.63
2014,MIA,BAL,1553.973,1576.372
2014,JAX,HOU,1291.785,1457.256
2014,MIN,NYJ,1460.157,1353.986
2014,CIN,PIT,1583.599,1534.998
2014,DET,TB,1551.658,1348.45
2014,GB,ATL,1638.224,1464.131
2014,LAR,ARI,1519.109,1607.229
2014,KC,OAK,1540.987,1328.354
2014,LAC,DEN,1556.63,1678.662
2014,NYG,WAS,1446.269,1303.578
2014,PHI,DAL,1598.353,1563.16
2014,TEN,NYJ,1304.787,1344.17
2014,BAL,JAX,1608.095,1273.174
2014,DET,MIN,1560.725,1469.973
2014,SEA,SF,1721.606,1552.526
2014,ATL,PIT,1457.054,1577.885
2014,BUF,GB,1493.41,1645.301
2014,CAR,TB,1481.96,1339.383
2014,CLE,CIN,1425.801,1540.713
2014,IND,HOU,1592.011,1475.866
2014,NE,MIA,1721.84,1522.25
2014,CHI,NO,1428.964,1477.94
2014,JAX,TEN,1269.792,1285.324
2014,SF,LAC,1543.585,1535.696
2014,WAS,PHI,1293.031,1565.012
2014,CHI,DET,1399.109,1566.67
2014,CAR,CLE,1486.626,1397.013
2014,TB,GB,1334.718,1616.821
2014,LAR,NYG,1501.132,1456.817
2014,PIT,KC,1594.933,1549.784
2014,NYJ,NE,1363.633,1732.601
2014,OAK,BUF,1319.557,1521.89
2014,HOU,BAL,1465.852,1611.477
2014,MIA,MIN,1511.489,1464.027
2014,DAL,IND,1596.502,1602.026
2014,ARI,SEA,1625.206,1730.548
2014,NO,ATL,1507.796,1440.005
2014,CIN,DEN,1569.5,1699.596
2014,WAS,DAL,1316.505,1625.478
2014,SEA,LAR,1760.087,1468.212
2014,TEN,IND,1266.874,1573.049
2014,TB,NO,1322.998,1466.649
2014,SF,ARI,1526.282,1595.668
2014,BAL,CLE,1578.782,1388.258
2014,PIT,CIN,1609.438,1597.622
2014,NYG,PHI,1489.736,1541.537
2014,NE,BUF,1734.404,1505.768
2014,MIN,CHI,1456.845,1385.851
2014,MIA,NYJ,1518.671,1361.829
2014,HOU,JAX,1498.547,1288.242
2014,GB,DET,1628.54,1579.929
2014,KC,LAC,1535.28,1552.999
2014,DEN,OAK,1671.473,1335.679
2014,ATL,CAR,1481.151,1495.381
2014,CAR,ARI,1536.004,1581.602
2014,PIT,BAL,1627.567,1586.808
2014,DAL,DET,1637.303,1564.328
2014,IND,CIN,1583.452,1579.493
2014,SEA,CAR,1765.381,1559.262
2014,NE,BAL,1691.589,1622.719
2014,GB,DAL,1644.141,1646.731
2014,DEN,IND,1676.874,1605.541
2014,NE,IND,1701.188,1641.924
2014,SEA,GB,1773.75,1658.467
2014,NE,SEA,1723.965,1783.159
2015,NE,PIT,1663.864,1562.771
2015,NYJ,CLE,1440.153,1421.821
2015,LAR,SEA,1476.945,1677.552
2015,JAX,CAR,1356.572,1535.596
2015,CHI,GB,1419.227,1601.039
2015,WAS,MIA,1371.453,1483.514
2015,HOU,KC,1504.621,1539.663
2015,BUF,IND,1534.055,1581.097
2015,LAC,DET,1522.523,1538.267
2015,ARI,NO,1540.563,1486.37
2015,OAK,CIN,1388.519,1539.936
2015,TB,TEN,1376.729,1339.314
2015,DEN,BAL,1595.327,1577.08
2015,DAL,NYG,1589.936,1479.528
2015,ATL,PHI,1462.019,1544.655
2015,SF,MIN,1528.565,1479.237
2015,KC,DEN,1562.55776966611,1609.6681789142
